Source,Target
64690,294963
9679,64690
299687,365942
446354,468362
371608,412862
266856,424694
111,8961
22881,312221
340613,454652
4771,406990
316029,446354
38,13697
141052,470894
440161,470044
45317,389015
84226,447332
289,423
287903,399360
1420,424694
339380,467952
400579,401561
2675,329865
1979,3035
15764,505954
8619,17589
1165,45269
169917,244786
9739,61791
194662,487670
10651,168672
401905,470044
318846,389015
824,313369
617,314365
318846,402897
185,1359
11421,376867
97630,137094
2675,20424
534,339988
244786,339692
77338,290762
1903,429417
334543,399404
11324,336843
129,476292
111,796
388485,395991
8966,43923
205596,375262
9738,283366
75780,210577
1979,9741
2108,133805
50620,76492
10779,429417
10139,472451
109491,336843
28178,82703
447332,455534
166271,414191
8923,481117
11130,311291
244786,434873
561,141052
222935,365942
333339,401905
9705,315837
369885,399404
9339,10353
1402,50032
2108,37735
979,241554
376867,424694
640,451915
769,448776
424,453
350,9880
342473,361292
339692,395990
38322,168672
657,2501
769,392044
1597,400617
15070,60308
453,424694
63,119450
295011,461928
1924,487670
395990,401469
19457,154400
550,681
4951,419478
37645,398181
96,64690
336843,365942
307081,319888
13,261470
275,372343
264660,377264
6977,8834
281957,336843
949,399170
240,445954
443009,446354
564,468362
45317,60308
64682,449176
14,1440
5925,228150
4688,313369
131631,405774
1417,11224
266451,446101
676,374720
78,171274
1422,23168
682,440161
11423,146233
18148,406997
1924,263115
597,24982
2105,437586
11887,85350
14161,254128
453,451915
65754,346685
70,1367
10139,419743
78,534
597,24420
11879,446021
289,369885
5854,146233
807,500919
539,65496
629,294652
4951,10947
41233,313369
422261,536176
310137,458594
289,374720
446791,473149
76341,220882
423,374720
10948,28178
217268,273248
443463,465136
98,652
281957,470229
34584,296096
2300,150540
103663,258480
45317,369192
235,3170
50619,407436
162,10891
11934,458737
6479,157350
5125,553882
363676,443009
13,293863
388,74997
300668,340666
43864,335797
350,222935
334543,451915
133805,395841
24420,293863
24,346672
627,82693
11931,455207
828,8077
10349,340674
843,340613
11674,400617
813,363676
640,457136
947,374720
10651,169917
45269,208000
903,1371
363676,454652
954,467952
17591,53182
2758,400579
50619,429351
150540,326359
402897,457136
510,8966
4176,392044
604,61791
112160,277216
2501,440298
152760,228150
126889,157336
507,97367
984,446791
3134,168259
10681,152601
1771,228150
42984,120467
9531,263115
310137,464502
339692,357096
575,429417
155,209112
13027,339988
787,249070
8363,437586
227156,405774
6520,274857
807,406990
263115,299537
746,451915
289,467952
396371,396461
15584,400579
209247,489931
4922,72570
152532,318846
64690,395834
336843,484247
77877,465136
843,120467
4771,398181
122906,137106
20829,416477
180863,339692
435,399055
36648,49017
254172,416477
3134,464502
123553,472734
11887,419478
424694,449176
2502,207932
568,76341
154400,156022
10947,313369
8363,112160
400547,419743
2454,8587
588,381283
75780,446807
106646,429733
28468,418827
314389,554600
510,470044
4148,8966
28227,184125
171274,222935
1771,16869
281957,324786
400535,459910
381283,447332
2124,44214
508,9279
8966,123553
11713,346672
667,787
350,109491
10651,339103
337167,433498
395834,442249
13,61979
2108,11887
11601,44214
4148,400617
24021,49017
372058,476292
5925,16869
10161,454652
266856,371638
640,438808
366696,446101
629,10518
141,80271
3170,7518
9381,37165
968,429203
73,13374
374720,468362
110415,429417
336843,474354
111,433
392044,406990
207,52449
80278,424456
629,489931
96936,396461
37799,201088
646,401469
1125,332562
13,77338
198663,220882
28,314095
29478,147441
387,65754
72190,131634
78,61791
70,8456
110415,381283
65,15259
273481,400535
968,507419
628,24021
141,185
568,667
37645,146233
574,44214
240,10651
222935,296096
185,10734
401513,503346
507419,531593
171274,470044
591,453201
1694,3035
670,14869
210577,369972
75134,76203
286217,336843
278,245706
26390,470229
11324,210577
595,470044
979,169917
9741,10138
9104,500475
23168,46529
23168,34584
10734,34584
50544,77338
13697,451925
8619,16081
411,17979
77877,346364
9880,337167
138100,530154
9339,263109
7345,254128
411,290595
539,10337
157353,339988
1417,14128
220882,262504
709,504172
23168,198663
339103,399404
562,385360
8536,470894
26390,413362
1585,17979
387,34584
268,470894
91902,449459
222935,397837
445651,466411
9717,273248
220882,294254
652,27123
644,7453
670,395834
286217,329865
185,340666
334543,446354
2067,49047
1924,302946
9899,537996
446807,460071
348,2675
561,9651
28,625
8966,487558
754,458594
19995,395992
414,302946
402897,443009
3021,120467
828,2675
18239,50620
278,475094
352205,447332
398818,426613
680,23168
754,396371
184352,375262
24021,76492
46435,537996
12437,18239
194662,324849
87827,554600
433,205587
222935,308369
769,426426
10830,489927
228150,324786
44214,244786
433498,467952
35,122906
14635,39254
6933,486947
290762,451925
508,429197
23168,24418
424694,472451
77338,397422
10569,507419
78,627
634,1443
299537,450465
1452,315635
133805,398181
840,401513
316029,399404
4771,395990
297762,425972
72190,262504
746,374720
24428,487670
345920,493922
769,339103
31869,184125
9319,396461
4771,470229
308369,407436
546,258480
324786,472451
201088,260346
45318,184125
65754,75780
297762,476292
769,429200
315635,470894
241554,260346
254128,296524
263115,299536
16608,503346
1374,481117
1417,369885
4771,400535
949,401469
316029,451915
316029,389015
912,489931
324786,424694
28,448095
8456,483184
38,13477
769,398175
361292,561461
72105,122906
395990,399170
2108,157386
990,11778
156022,483184
78,68724
11778,11931
205587,413362
105326,447332
10139,467952
1443,93456
238636,395841
2108,37725
38,111969
133805,483184
340666,398181
339692,345887
87827,185345
8587,11597
324786,381284
146233,392044
135990,449459
1696,412862
1949,426426
5550,315837
1927,450465
398181,400710
497,68737
266856,316029
634,476292
184352,472451
18239,24021
34584,429351
103,2330
949,395990
65,1547
1402,88851
1375,45317
1262,340674
400928,406997
13680,312221
838,45269
769,266856
59967,345920
74534,520360
401905,500664
9443,307081
605,37165
80274,286217
12437,346672
561,408220
296096,449176
70,1246
769,244786
222935,227156
278,107846
341174,470044
341174,395841
840,28774
9833,462919
11224,109491
3034,3035
644,198184
263115,297762
133805,470229
8587,15907
10781,470229
769,454227
193893,395834
238,2288
10818,391713
157336,417261
232572,273248
637,16869
424,381284
60308,426426
429417,452507
597,393277
550485,554600
155,9741
769,400710
5951,340674
359412,520360
381283,395834
10651,106646
112160,249397
787,10651
807,241554
11016,13223
13,510
8090,446791
767,24021
53182,57165
370663,376867
534,6479
398818,440298
258480,426613
184352,419743
62,395992
281957,384680
14,843
342737,446101
363676,487558
319888,389015
184125,298850
652,13334
2108,437586
216015,341174
24021,346672
111,1562
534,119450
198184,264660
43923,489999
443463,466282
1724,201088
10229,85350
96,242582
857,1771
6003,11036
326285,446021
828,10200
265208,324668
8456,339692
769,281957
9381,152601
2501,8961
8090,241554
395841,395990
72190,131631
627,169917
375262,389015
49047,369972
77338,277547
333339,365942
14,747
311,470044
1124,256591
311291,447332
121677,184125
13223,266285
5393,150689
424,369972
123553,429351
371638,451915
1369,11778
278927,463821
375262,405204
11976,399360
101299,405774
103,31993
240,8961
387,465136
2503,8834
2034,504172
73861,395834
1124,68728
623,429203
9739,152601
324786,339380
273153,339380
8966,470044
602,329865
389,205587
73,7345
4369,11036
597,10971
49026,263115
2108,419478
9806,283366
59967,339692
65,16136
435,399360
11976,290595
862,77338
241239,416477
274857,454227
253412,273248
220882,500664
8913,345920
364,263115
242582,565602
8966,455207
8619,76203
8270,429203
282693,395991
76492,489929
9982,503346
85350,376867
19426,414191
307081,417261
2034,277216
453,324786
78,2048
374720,438799
22152,150540
68,185
395990,470044
1654,374720
10781,244786
1366,1367
220882,428078
126889,274870
52036,361292
6479,198663
109491,296096
670,241554
137,309050
4638,470229
5066,147441
284053,419831
77877,222935
9654,254128
954,137094
807,65754
424,769
6114,18239
171274,465136
190859,467952
682,787
77,446021
185,281
583,86834
295011,338676
3170,376660
388484,395991
1645,474354
2323,466411
10158,312221
31586,489927
455207,465136
289,228150
75147,76203
398818,472451
18,828
72190,101299
13815,438808
281338,333339
131631,472734
857,414425
238636,398181
261,489999
42941,49017
8966,453201
15912,395991
147441,235260
86834,474392
644,335984
674,1124
4723,554600
277685,489999
10651,146233
10061,254128
299687,503346
185,110415
640,433498
8966,296096
361292,566512
8587,47288
8966,59436
49017,124905
318846,487558
562,400535
842,11778
289,826
414,470894
489,9667
640,489931
9756,449459
324786,468362
438808,504172
640,472451
380,455980
1550,416477
101,16995
13,340666
222935,369972
13385,569547
375262,467952
90,254128
262504,465136
369557,406997
157336,363676
1865,274857
15070,44833
30718,273248
50839,184125
1955,451915
627,376867
152532,446354
597,47697
62,568
121875,406997
1443,49519
539,157845
12429,476292
353486,455980
1696,483184
49521,487670
77877,449176
112160,426426
470044,472734
812,150540
350,465136
26280,205596
281957,458594
12207,122906
11224,472734
7345,489929
449176,470894
284276,489999
246655,263115
551,597
399404,446354
97367,376867
10882,58595
216015,281957
510,333339
311,483184
377154,419743
3035,399055
398181,443463
275,388
22705,341174
249397,258480
391713,398818
402897,446354
152532,502220
340666,470044
637,374720
49022,458737
19913,77338
400710,442249
372343,381034
78,644
11423,464502
39254,198184
745,1562
334543,389015
19542,361292
41417,395991
28,9922
1572,500919
28,143
652,121539
363676,446354
64255,462919
395834,438145
510,336843
857,5902
423,467952
294254,405774
419743,548537
146233,357096
13655,474354
627,1429
332562,354912
58595,224141
401469,531593
44826,466411
453,454652
445571,455980
629,11616
168672,339103
50619,82693
96,500919
45272,332562
398173,412862
10860,462919
168259,345887
550,254320
607,828
13,11224
74997,458594
10515,476292
11411,470894
14574,505954
1452,487670
458594,458737
238,319
11423,241554
12405,283702
384680,396373
597,76649
857,1979
258480,339380
13,440298
11931,314365
507,537996
353070,507419
43923,216015
817,451925
65754,398181
34584,290595
73,395834
842,446021
58595,62764
44943,49017
13377,396461
49026,65291
133805,470044
50014,381284
224972,446101
28178,109689
72105,451925
5825,17979
75780,406990
385360,470229
106646,459910
22705,396461
637,467952
339692,458594
416160,507419
10734,171274
11887,313369
395834,400535
363676,460071
581,384680
388,401469
13,35
64682,109491
103,35056
568,597
226,489
640,339380
311,446791
119450,157336
162,688
18,395992
857,152760
74997,168259
392044,398181
263115,450465
31640,489931
70,45317
59,154400
9714,17979
489,300668
289,438799
335,637
508,10510
1562,295011
534,644
154400,193893
9461,346672
40662,263115
769,398173
389,314365
101,2034
497916,505954
247,311291
954,347984
103,949
91586,429417
949,6977
123103,254128
600,11778
634,258480
476,361292
262500,466411
1949,385360
1954,72570
568,44115
341174,392044
525,313369
2048,157336
15069,500919
76203,391995
893,486947
34584,321612
38050,311291
146238,265208
12437,49017
8966,472734
111,459910
101,956
443463,449176
85350,449176
4951,11355
54392,569547
339964,395992
101,670
98,3060
54138,395992
155,450465
11683,295011
152532,375262
281338,336843
395990,443463
133805,222935
9880,455207
460071,487558
44115,399360
10139,481117
28,10590
15070,45317
521,122906
116,122906
26390,500475
8456,15070
1944,340674
1256,486947
11451,425972
41171,416477
9325,278927
4922,40807
261023,400710
99861,487670
769,324786
857,505954
114150,455980
423,363676
6479,119450
2675,503346
10734,300671
424694,429197
13223,28410
70160,72190
812,109491
787,9806
443463,470044
124905,135397
675,1124
626,150540
31283,537996
185,216015
266856,487558
49026,209112
6977,336843
9738,315635
28,8355
346685,392044
41233,194662
454227,457136
652,32868
2182,537996
508,634
597,49530
417261,424121
47508,150689
13,109491
3035,126889
26280,472451
87827,150247
294963,395834
88893,273248
155,49026
451915,454227
340613,346685
453,316029
72710,465136
3035,46261
10781,412862
238,403
399170,520360
1628,440298
35882,37799
23168,445651
1422,11022
350,600
416234,429417
86834,199575
277,24021
1572,400535
561,588
389015,443009
50544,293863
640,424694
336843,453201
603,339988
637,1374
511457,536176
562,137094
2501,77877
34584,407436
769,156022
64,4922
489,72207
216015,272693
369972,429351
10140,17979
11324,463821
2502,553882
990,455980
124905,315011
588,281957
652,7973
417261,425972
8321,154400
78,9323
95,286217
345887,359940
769,23483
398173,470229
37165,157350
424694,448776
10229,449176
948,385360
994,207932
400928,489927
9323,372058
9750,489927
398818,407436
12689,407436
627,106646
2108,325189
381283,424121
314365,446354
8077,395992
71,361292
9540,249397
11224,440298
1771,9741
12143,106646
363676,457136
266856,399404
235,4148
1443,449176
150689,290595
346685,370663
38050,45269
605,68724
11931,398181
123553,171274
1598,413362
601,745
10527,363676
162,7987
101299,157336
340613,417812
140607,274870
16235,414191
193756,429351
10065,414191
14869,146233
1443,297762
3529,9339
72570,204922
4148,28468
10995,261470
1402,92975
233063,406997
565,414191
2503,201088
754,438808
11096,414191
407436,449176
671,407436
4771,273481
489,13374
30194,474354
637,14574
2567,363676
2103,395992
44833,433249
2503,72570
8587,9716
9531,487670
8966,454983
13184,553882
1927,433249
15070,307081
205596,228150
769,446354
9476,455980
13448,31011
424,505954
445651,465136
1422,8090
1366,8390
2924,363676
76726,451925
70,334
41210,311291
146233,345887
2048,465136
424,205596
1701,400535
13681,147441
1266,395841
451915,460071
786,376867
339403,520360
49521,263115
9739,119450
72190,445651
769,451915
17431,157336
278927,314095
640,448776
164251,399360
652,16911
550,473149
222935,341174
64690,141733
324786,454227
424,121873
644,9323
318846,399404
1578,45317
75656,265208
126889,329865
4347,400579
8456,39254
201029,449459
68724,157350
315837,500664
65,277216
23483,489929
146233,156022
6977,245891
426,396461
8009,274857
138,49017
9953,414191
287947,487670
153,688
40662,49026
289222,324786
8966,443463
274857,297762
299536,419831
62764,359921
85350,133805
10734,152532
6977,59967
5925,15070
1949,413362
20526,152601
364,137094
280,6479
550,458594
340666,465136
670,359940
1369,468362
387,449176
265208,335984
345887,385360
949,520360
612,1371
769,168259
5925,466411
95610,400579
37165,198663
86834,235260
916,120467
1955,460071
37165,83542
497,595
30786,87827
2048,119450
13,82693
313369,407655
154400,157847
339103,481117
389015,448776
34584,58595
339103,446791
157851,313369
9955,307081
388,203833
266856,324786
604,68724
345920,398181
508,1581
126889,433249
2454,433498
193893,395990
152532,381284
16642,311291
14,109414
2675,49849
238,931
10139,553882
7453,503346
90369,222935
62764,563493
72190,336843
341174,454983
745,1374
201088,315837
9880,64682
4247,418827
27578,459910
137094,146216
376867,472451
1949,489929
399404,460071
424694,426426
13,281957
453,389015
1697,45269
6637,311291
1374,1578
429197,451915
98,967
28,8689
314095,369972
508,9021
507,446791
8834,396461
35852,569547
767,58595
273481,339692
23168,222935
378018,400617
16367,472451
87827,211086
9800,152532
539,2832
3134,241554
497,109491
1417,426543
372058,489929
339403,401469
1254,400579
489,77338
26280,376867
49026,194662
508,1585
238,242
220882,262500
38629,273248
381283,473149
281957,484247
76726,152601
508,527435
10987,398173
56937,474354
601,840
679,274870
5503,201088
949,2034
238,228150
169917,180863
137,493674
324786,467952
9540,341174
448776,487558
398181,470044
65,436
4148,465136
334074,399055
101,1374
34584,38757
9323,152601
17347,447332
30061,263115
8834,44214
769,339692
101,550
840,478528
340666,346364
16,311291
111,637
597,440298
8741,374720
52371,418827
363676,451915
424,389015
103,45132
6977,72784
16366,86834
194662,417261
27576,201088
438145,458594
667,49047
995,537996
676,1417
28178,381289
682,80278
98,11047
346364,398181
8834,346685
429203,531593
218,339988
70,3558
49026,450465
7191,329865
316029,429197
413992,446021
339380,389015
10661,468362
36647,399055
103,48138
18239,346672
50620,168705
634,347984
375262,426613
443009,467952
38810,44214
828,329865
762,274857
59967,401905
4771,249397
137094,400535
812,41233
979,106646
210577,395834
316029,457136
978,273248
6114,50620
207,441
440161,465136
152532,460071
281957,438145
110416,449459
14,3170
261470,311291
272,246655
28178,68718
152599,416477
7007,392044
510,465136
345887,470229
644,2048
40807,400617
162,9362
489,1903
101299,119450
9741,141052
94834,446101
396371,443009
637,745
10559,414191
112160,258480
44920,76203
78,569547
262504,365942
98,8868
8055,474354
170,400617
10527,87827
77,101
101,111
2153,446021
1924,450465
28,1694
371638,429197
274870,286217
120467,346978
118340,274870
455207,466282
387,8966
306,400535
390043,455980
708,347984
8961,64690
4148,109491
8290,16869
443463,504172
406997,417830
862,13697
12150,372343
297761,347984
126319,406997
371638,443009
1402,456685
451915,465136
11324,398181
207932,398181
627,1359
25196,458737
12405,20529
49047,274855
634,216015
949,154400
336843,470044
539,12778
34494,261470
210577,281957
253,787
11864,147441
1402,341021
298,265208
294254,466411
9331,137094
316029,396371
49530,119450
510,398818
2675,157336
2034,459910
128,476292
153,1845
8966,337167
582,399055
228150,374720
11631,41233
106646,438808
4771,372343
8966,49017
419743,449176
9955,312221
207932,379149
4951,133805
111,335
72190,157350
326927,395991
57214,249397
80278,479475
497,8966
948,470229
644,70981
568,2320
154400,324542
10140,407436
9738,487670
311,359940
365942,449176
446354,451915
812,1417
395834,500919
769,433498
137,287903
205596,467952
26405,503346
97367,449443
391713,426613
318846,334543
9654,242582
746,857
222935,249164
37165,76341
1422,26390
31703,87827
103,341
489,369300
8090,395834
345920,379149
10882,290595
1949,406990
8840,58595
387,857
141,858
98,11316
8839,28178
605,68718
387,4347
52371,249397
68718,77338
109048,335797
253299,335797
4951,315635
637,1771
14,11216
122,395991
1417,297270
11036,24936
4935,476292
131634,465136
10105,228150
627,109414
417261,443463
4771,207932
423,205596
414191,519247
787,956
640,334543
2675,47933
994,483184
21159,295011
348,828
2924,395991
10651,207932
24662,335797
75780,207932
141,426426
18239,50619
629,93828
5925,448776
294254,401905
808,34584
1374,3170
489,26602
399612,489999
336843,433498
9880,449176
13374,45317
59967,400710
8587,41233
47933,503346
691,137094
346672,476292
73,655
769,10651
49521,470894
9447,335797
8328,44214
37799,317144
2103,49047
133805,385360
604,339988
103,156022
401686,530154
14,7446
652,10323
956,438145
1422,168672
398181,446807
253,459910
682,347984
9531,315635
9739,201088
699,15070
830,157336
2275,489999
769,385360
78,157350
278,448776
286565,365942
315635,419831
122906,451925
289,152760
769,504172
984,395990
268,450465
77,72570
320,2034
16869,353081
14,634
256439,335797
15070,396371
2253,264660
9813,405774
272,324849
31011,181886
809,34584
228150,468362
168672,481117
156022,168672
949,406990
14564,315837
32044,265208
28468,340613
36647,50620
299536,315635
1714,395991
96,395841
272,561
78,101
37799,115782
153,194662
318846,443009
185,72190
137,14223
53182,146563
238,205587
12762,416477
41233,150689
10054,400579
8012,398181
75780,392044
287947,315635
521,311291
1619,120467
479,500475
398818,424694
671,34584
80278,336797
73861,464502
335984,401905
18239,36648
119450,281338
87827,185338
840,10122
90,396461
9552,458737
23168,131631
510,68718
185,281957
302699,302946
142,419743
1949,398173
376867,391713
50619,455207
840,2675
508,338964
23330,537996
19959,157336
1374,8456
634,391713
9339,82703
1771,374720
640,266856
152532,399404
968,97367
479,273481
141,112160
453,381284
629,2749
278,18501
5176,68718
266856,396371
185,11309
9967,446021
10651,168259
402897,454227
769,37645
141052,487670
75133,76203
272,450465
300668,489999
397538,424694
298,399170
8079,361292
118340,286217
122,228150
11560,396371
13475,286217
1367,4922
81,372058
111,334
205596,399404
12201,345920
597,1903
339403,399170
15021,414191
956,273481
2048,220882
153,2652
152532,389015
10359,147441
296,569547
97367,156022
2108,10625
8587,30197
769,316029
948,413362
109445,346672
1903,31011
13027,264660
263115,365942
842,489999
345887,464502
281957,372343
4922,10676
14306,28178
49047,329865
222935,440161
627,23168
17130,112160
64682,454983
77,2034
1696,398173
86838,168672
74997,341174
289,16869
334543,487558
28,8691
2312,150689
1903,261470
339403,489929
82693,470044
1417,75258
228150,399404
12706,446021
9880,296096
19908,447332
141,1359
261023,500475
281957,395834
75552,384680
302946,390043
238,240
424,451915
363676,389015
6977,241554
297931,335797
324786,448776
278,9281
920,451925
2108,85350
70160,455980
161,265208
147441,409447
68724,157336
1417,11976
339103,424694
84175,462919
670,281957
137,281957
10882,34584
210577,294254
141,277216
2270,150689
78,401905
155084,455980
324786,457136
122081,459910
303858,425972
9555,503346
8966,451915
979,483184
106646,500475
101299,401905
281957,446791
586,13223
28178,293863
627,396461
209112,315635
25396,335797
489,332872
1018,31011
13002,361292
3134,359940
138832,339692
185,359940
769,399404
181283,372343
76726,85350
315837,406990
9563,39254
627,180863
782,406990
406997,437670
11033,381283
78,185
2067,395992
37799,143315
2503,9331
2108,80271
11036,11232
395834,483184
521,293863
31011,45612
289,14574
157336,381284
439,745
17431,68724
400710,433808
1573,2503
787,311291
120467,455565
298250,458594
152532,457136
640,429203
238636,381283
510,61979
446101,526265
11931,122906
426373,569547
339692,345920
2675,7453
1367,400617
244772,258480
10781,385360
37835,483184
2503,4771
412862,544431
1213,375262
411,171274
314365,376867
1368,448776
385360,442249
745,770
426613,472451
830,274870
18823,53182
398173,426426
12689,216015
222935,472734
76341,119450
316029,339380
562,65754
161594,384680
87,278927
53932,418827
338970,417261
644,87421
9813,391713
22640,489999
857,25237
464502,467938
629,9519
881,462919
61791,101299
289,2253
38,16642
840,13820
434873,464502
9029,11778
381284,396371
169917,395841
568,49047
400535,500475
39254,44833
401469,520360
10229,222935
828,339964
78,550
2604,446021
423,857
15,314365
2048,281338
157386,449176
8966,222935
979,249397
38103,569547
640,454227
872,8587
348,274870
688,11036
82693,264660
20497,44214
9502,346672
272,68718
359940,473149
240,345887
259693,347984
453,443009
324786,429197
984,241554
60670,372343
157386,407436
300671,334543
2017,520360
73,185
369972,424694
396371,487558
1924,283366
8078,119450
24420,261470
253,2501
588,31011
29117,45269
74997,359940
103332,150540
277,346672
644,157336
449176,451925
45569,458594
153,252171
9394,537996
14372,87827
11324,169917
769,65754
414425,443463
446354,467952
1371,1375
857,228150
1927,419831
1779,184125
699,438808
772,17979
98,9453
150689,407655
334543,353326
146015,489999
769,210577
131634,281338
4951,9880
272,194662
38,293863
1949,412862
13223,293767
1024,293863
295011,336843
13640,315635
9339,10077
84306,340674
359940,395834
75780,372343
8012,339103
5919,395991
336843,405774
206419,242582
60670,395841
807,470229
45269,208404
86834,514407
708,504172
9816,361292
454652,467952
235,398818
449176,467952
9531,283366
670,956
311291,340613
65034,184125
339380,399404
652,13945
57047,554600
60308,307081
193893,500475
11130,159824
61791,97020
2503,207932
767,290595
289222,467952
339403,429203
640,443009
12162,315837
450465,487670
169,459910
398818,467952
361777,554600
39254,391757
266856,443009
194662,383498
44214,82693
318846,363676
281957,399360
8536,419831
4977,372058
350,8966
388,531593
10176,399055
204922,346685
6977,10651
261023,385360
49017,100241
755,507419
1402,2539
34584,440161
335796,399055
429417,462919
300671,451915
44564,293863
10052,400617
605,365942
101,1371
745,6023
82693,454983
424121,446791
2503,353081
1452,263115
935,31011
769,429197
754,2501
65310,76203
8408,295011
216015,443463
44826,64682
862,28178
616,857
384521,433249
245891,438145
674,34584
75656,507419
64682,470044
106646,400535
802,418827
343674,429417
9526,332562
324786,446354
253,467952
2005,313369
607,840
64682,465136
72570,346685
34584,281338
324786,460071
588,244786
359940,434873
616,324786
3062,8587
44683,399055
1573,400535
2164,49047
381283,500919
8961,339103
284054,419831
398181,400535
248384,384680
49026,49521
101,168259
201088,334074
1771,399404
28,121
336843,465136
9659,503346
101,8909
508,11395
152532,316029
340613,340674
8202,31011
8834,137094
98,20681
155,470894
240,8456
387,424
241848,406997
9880,85350
75612,329865
101,8321
8966,70160
222935,455207
9946,86834
2034,8321
4148,34584
11027,337167
8536,49026
192473,446101
4638,241554
1213,258480
24021,101299
336843,466411
769,8012
222935,453201
446807,470044
754,68718
205596,424694
240832,504172
37799,284427
315635,450465
43923,425972
266856,467952
603,315837
180,119450
392044,453201
37645,169917
335,745
101,4771
11287,45317
278927,346648
597,17281
143,374720
44214,418827
681,265208
10147,17979
337167,401905
629,7859
2034,9654
198663,281338
414191,428449
1374,1375
244786,381288
334543,433498
28580,332562
123553,440161
412862,470229
562,446791
474354,500006
449443,507419
38757,290595
290250,417261
1267,77338
1924,470894
621,41233
12437,468362
1371,15070
58595,401469
375262,449176
568,101299
133805,458594
6479,500664
316029,448776
13223,65496
9428,489927
171274,369972
10651,273481
306,242582
272693,440298
12092,150540
803,505954
278,8438
106646,156022
559,670
106646,193893
82693,222935
359412,395834
141,674
994,168259
28468,400617
1371,1374
73,15070
289222,399404
27932,332562
396371,413362
10625,365942
7131,24021
1422,37645
335797,394759
39254,376867
274855,406990
294254,453201
10156,537996
207932,398818
425972,443463
103119,384680
157336,365942
77877,340666
1585,8871
433498,470044
11887,437586
8392,372058
562,345920
8065,265208
1371,8923
75174,433249
4488,412862
68724,198663
634,418827
65,10634
273481,438808
169917,398181
769,369972
38,50544
137,174344
12775,13223
17,65
51876,553882
109491,398818
15069,339692
152532,511785
8966,34584
451915,467952
68718,293863
302946,339988
1924,9741
267192,340674
7984,474354
90,1422
1124,1491
87818,530154
76163,345920
809,290595
652,41541
19913,28178
769,4771
24021,50620
50619,346672
9741,49521
37645,207932
644,126889
457,400617
9282,395990
337167,454983
14534,45317
1597,9339
74997,500475
455980,460019
101299,337167
13665,489931
235,407436
77949,429417
201088,406990
379149,398181
600,359940
15767,124905
857,8290
867,337167
324786,374720
9086,537996
819,314365
834,18239
15144,419478
13377,17979
600,278927
644,264660
311291,400579
359940,400710
49013,489929
769,171274
50546,261470
51739,372058
2898,340674
288158,429417
240,769
157386,222935
10474,312221
120,273248
424694,443009
1371,9443
845,396461
8052,265208
747,295011
640,460071
2675,31011
311,65754
602,503346
489,1792
5915,339380
670,458594
385360,424694
13,72105
2501,6977
334543,457136
1724,315635
238636,470229
289,15121
185,133805
152532,266856
8363,85350
284052,419831
11864,503346
339692,400710
34584,278927
244786,395834
274857,311324
64690,74997
65,114955
1923,146233
17979,51052
417261,518452
539,802
603,6479
3170,76726
268,263115
152532,467952
209112,283366
3170,62211
152601,262543
68728,150689
2501,395990
98,47796
296,339988
868,339692
949,413362
640,389015
239529,372058
152532,339380
98,468
101,787
8999,340613
1572,395990
72207,293863
154400,180863
297802,419831
57276,361292
334541,345920
745,343674
11931,258480
38,11284
76203,149114
443009,487558
33196,254128
340613,484247
46705,311291
9782,45269
26371,472451
424,392044
382475,419743
9716,416477
46146,399360
363676,429197
254128,336882
227156,281338
346672,468362
131634,401905
205,400710
1900,2034
489,50544
156022,241554
568,400535
297802,487670
424,16869
3597,470229
550,281957
278,638
363676,396371
64,9339
871,37165
185,395834
132344,340674
65754,210577
101,438145
769,457136
14,391713
157353,569547
2503,3580
111,311
11472,447332
425,400579
13,446021
2034,254128
3035,3079
267860,554600
754,168672
7191,124905
300671,487558
388,423
674,109491
123553,346672
350,454983
238,746
50479,222935
826,505954
111,10054
222935,272693
281957,359940
27329,80278
788,376867
425,745
8587,311764
45269,45578
376660,437586
563,828
10651,413362
73,427900
269,1374
8834,396371
424,454227
1979,329865
588,464502
2142,500475
119450,433249
77801,446101
2454,8966
64690,381288
123553,466411
673,18239
8587,9899
281957,483184
10734,15472
12689,391713
65,8328
12150,413362
605,157336
2502,72570
443463,446807
2525,86834
399057,400617
16869,374720
106646,308266
8923,312221
1585,9714
14,419430
224141,462919
1443,258480
286217,395992
384521,395992
152532,339103
126889,286217
787,27582
147441,414425
8012,169917
277216,400617
338189,449176
240,458594
268347,462919
73,1598
9509,324786
2064,416477
141,347984
154400,241554
371638,454227
65,9298
411,472734
178029,446101
510,4922
72710,455207
24021,50619
152532,443009
371608,381283
254582,446101
37165,263115
346685,453201
1573,453201
1124,9691
235,440161
13553,489931
28,36040
121875,449176
1371,1578
336843,433249
240,74997
41233,224141
141,470229
272693,451925
75612,286217
10156,313369
5319,87827
49017,400155
310,86834
123109,470229
10654,446021
395834,400710
9339,10122
9571,437586
10497,418827
424,5925
111,106646
6479,37165
75780,484247
1452,419831
44214,157851
4977,150540
50620,400155
467952,487558
2108,9880
670,245891
277216,438808
2841,449459
10734,425336
152601,333339
98,23759
101299,484247
72710,405774
272,9738
140648,395991
8619,75133
12521,398173
646,265208
111,745
3134,425972
37165,131631
9679,339103
290512,433249
112160,418827
72190,198663
28,10652
4011,31011
11005,416477
4771,106646
11780,449459
10734,426426
7555,11036
319888,396371
76341,157336
7191,49017
18775,569547
17130,258480
956,458594
9540,44214
27066,64682
424,453201
391713,437557
15157,399055
4507,13697
2655,429417
525,332562
97367,340666
405774,425972
